"index","Ligand","Receptor","markers.x","Bretigea_1.x","Bretigea_2.x","CellMarker_1.x","CellMarker_2.x","PanglaoDB_1.x","PanglaoDB_2.x","HumanProteinAtlas_1.x","HumanProteinAtlas_2.x","cell_type_1.x","cell_type_2.x","Consensus.x","Score.x","markers.y","Bretigea_1.y","Bretigea_2.y","CellMarker_1.y","CellMarker_2.y","PanglaoDB_1.y","PanglaoDB_2.y","HumanProteinAtlas_1.y","HumanProteinAtlas_2.y","cell_type_1.y","cell_type_2.y","Consensus.y","Score.y","Combined","Interaction"
4752,"B2M","TYROBP","B2M",NA,NA,"Microglia",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.43,"TYROBP","Microglia",NA,NA,"Microglia","Microglia",NA,NA,"Endothelial","Microglia","Neuron","Microglia",0.79,"Neuron-Microglia","B2M_TYROBP"
4753,"HLA-B","TYROBP","HLA-B",NA,NA,"Microglia",NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.52,"TYROBP","Microglia",NA,NA,"Microglia","Microglia",NA,NA,"Endothelial","Microglia","Neuron","Microglia",0.79,"Neuron-Microglia","HLA-B_TYROBP"
4755,"HLA-E","TYROBP","HLA-E",NA,NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Astrocyte","Microglia","Astrocyte",0.36,"TYROBP","Microglia",NA,NA,"Microglia","Microglia",NA,NA,"Endothelial","Microglia","Neuron","Microglia",0.79,"Astrocyte-Microglia","HLA-E_TYROBP"
4756,"SIRPA","TYROBP","SIRPA","Astrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.72,"TYROBP","Microglia",NA,NA,"Microglia","Microglia",NA,NA,"Endothelial","Microglia","Neuron","Microglia",0.79,"Neuron-Microglia","SIRPA_TYROBP"
4757,"BDNF","NTRK1","BDNF",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron",0.18,"NTRK1",NA,NA,NA,NA,"Neuron",NA,NA,"Neuron","Microglia","Neuron","Neuron",0.32,"Neuron-Neuron","BDNF_NTRK1"
4768,"EMB","SLC16A7","EMB","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Neuron","Neuron","Microglia",0.7,"SLC16A7",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Oligodendrocyte","Neuron",0.3,"Microglia-Neuron","EMB_SLC16A7"
4778,"GNAI2","C3AR1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"C3AR1","Microglia",NA,"Microglia","Microglia","Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.76,"Endothelial-Microglia","GNAI2_C3AR1"
4781,"CD14","ITGAM","CD14","Microglia",NA,"Microglia",NA,NA,NA,"Endothelial",NA,"Microglia","Neuron","Microglia",0.74,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Microglia-Microglia","CD14_ITGAM"
4782,"CD28","ITGAM","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Microglia-Microglia","CD28_ITGAM"
4783,"CD80","ITGAM","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"Microglia-Microglia","CD80_ITGAM"
4784,"CTLA4","ITGAM","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGAM","Microglia",NA,NA,"Microglia","NK cell",NA,NA,NA,"Microglia","OPC","Microglia",0.6,"T cell-Microglia","CTLA4_ITGAM"
4789,"CD28","ITGAX","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGAX","Microglia",NA,"Microglia",NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.69,"Microglia-Microglia","CD28_ITGAX"
4790,"CD80","ITGAX","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGAX","Microglia",NA,"Microglia",NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.69,"Microglia-Microglia","CD80_ITGAX"
4791,"CTLA4","ITGAX","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGAX","Microglia",NA,"Microglia",NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.69,"T cell-Microglia","CTLA4_ITGAX"
4794,"TNC","ITGAX","TNC","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","OPC","Astrocyte",0.7,"ITGAX","Microglia",NA,"Microglia",NA,"Microglia",NA,NA,NA,"Microglia","Neuron","Microglia",0.69,"Astrocyte-Microglia","TNC_ITGAX"
4795,"CD28","ITGB2","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Microglia-Microglia","CD28_ITGB2"
4796,"CD80","ITGB2","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Microglia-Microglia","CD80_ITGB2"
4797,"CTLA4","ITGB2","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGB2","Microglia",NA,NA,NA,"NK cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"T cell-Microglia","CTLA4_ITGB2"
4803,"CACNA2D3","CACNA1C","CACNA2D3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron",0.27,"CACNA1C",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Astrocyte","Neuron","Neuron",0.35,"Neuron-Neuron","CACNA2D3_CACNA1C"
4818,"GNAI2","CCR8","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CCR8",NA,NA,"T cell",NA,"T cell",NA,NA,NA,"Neuron","Neuron","T cell",0.24,"Endothelial-T cell","GNAI2_CCR8"
4819,"GNAI2","CCR2","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CCR2",NA,NA,NA,"Microglia",NA,"Microglia",NA,"Endothelial","Neuron","Neuron","Microglia",0.42,"Endothelial-Microglia","GNAI2_CCR2"
4821,"CCL19","CCR1","CCL19","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Microglia","Neuron","Endothelial",0.57,"CCR1","Microglia",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Endothelial-Microglia","CCL19_CCR1"
4823,"GNAI2","CCR1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CCR1","Microglia",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Endothelial-Microglia","GNAI2_CCR1"
4825,"GNAI2","CCR4","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CCR4",NA,NA,"T cell","T cell",NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.35,"Endothelial-Neuron","GNAI2_CCR4"
4827,"GNAI2","CCR7","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CCR7",NA,NA,"T cell",NA,"T cell","B cell",NA,NA,"Neuron","Oligodendrocyte","T cell",0.17,"Endothelial-T cell","GNAI2_CCR7"
4829,"CD14","F2R","CD14","Microglia",NA,"Microglia",NA,NA,NA,"Endothelial",NA,"Microglia","Neuron","Microglia",0.74,"F2R",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.28,"Microglia-Neuron","CD14_F2R"
4840,"CD1D","CD3D","CD1D",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CD3D",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.18,"Neuron-T cell","CD1D_CD3D"
4842,"HLA-E","CD3D","HLA-E",NA,NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Astrocyte","Microglia","Astrocyte",0.36,"CD3D",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.18,"Astrocyte-T cell","HLA-E_CD3D"
4845,"CD1D","CD3G","CD1D",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CD3G",NA,NA,"T cell","T cell","T cell","T cell",NA,NA,"Microglia","Neuron","T cell",0.2,"Neuron-T cell","CD1D_CD3G"
4847,"HLA-E","CD3G","HLA-E",NA,NA,"Astrocyte",NA,NA,NA,"Endothelial",NA,"Astrocyte","Microglia","Astrocyte",0.36,"CD3G",NA,NA,"T cell","T cell","T cell","T cell",NA,NA,"Microglia","Neuron","T cell",0.2,"Astrocyte-T cell","HLA-E_CD3G"
4851,"CD86","CD80","CD86","Microglia",NA,NA,"Astrocyte","B cell",NA,"Neuron","Neuron","Microglia","Neuron","Microglia",1,"CD80","Microglia",NA,NA,"Astrocyte","B cell","B cell",NA,NA,"Microglia","Neuron","Microglia",0.92,"Microglia-Microglia","CD86_CD80"
4852,"CTLA4","CD80","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"CD80","Microglia",NA,NA,"Astrocyte","B cell","B cell",NA,NA,"Microglia","Neuron","Microglia",0.92,"T cell-Microglia","CTLA4_CD80"
4853,"CD28","CD2","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"CD2",NA,NA,"T cell",NA,"T cell","NK cell",NA,NA,"Microglia","Neuron","T cell",0.18,"Microglia-T cell","CD28_CD2"
4855,"CD80","CD86","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"CD86","Microglia",NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Microglia","Neuron","Microglia",1,"Microglia-Microglia","CD80_CD86"
4856,"CTLA4","CD86","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"CD86","Microglia",NA,"Astrocyte",NA,NA,NA,"Neuron","Neuron","Microglia","Neuron","Microglia",1,"T cell-Microglia","CTLA4_CD86"
4857,"CD28","CTLA4","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.18,"Microglia-T cell","CD28_CTLA4"
4866,"CD28","ITGA11","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGA11","Endothelial",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron",0.44,"Microglia-Neuron","CD28_ITGA11"
4867,"CD80","ITGA11","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGA11","Endothelial",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron",0.44,"Microglia-Neuron","CD80_ITGA11"
4868,"COL9A1","ITGA11","COL9A1","OPC","Oligodendrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","OPC",0,"ITGA11","Endothelial",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron",0.44,"OPC-Neuron","COL9A1_ITGA11"
4869,"COL9A2","ITGA11","COL9A2","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","OPC","Oligodendrocyte",0.25,"ITGA11","Endothelial",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron",0.44,"Oligodendrocyte-Neuron","COL9A2_ITGA11"
4871,"CTLA4","ITGA11","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGA11","Endothelial",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Microglia","Neuron",0.44,"T cell-Neuron","CTLA4_ITGA11"
4883,"CD28","ITGB4","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGB4","Astrocyte",NA,"Astrocyte",NA,NA,"Oligodendrocyte","Endothelial","Neuron","Astrocyte","Microglia","Astrocyte",0.91,"Microglia-Astrocyte","CD28_ITGB4"
4884,"CD80","ITGB4","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGB4","Astrocyte",NA,"Astrocyte",NA,NA,"Oligodendrocyte","Endothelial","Neuron","Astrocyte","Microglia","Astrocyte",0.91,"Microglia-Astrocyte","CD80_ITGB4"
4886,"CTLA4","ITGB4","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGB4","Astrocyte",NA,"Astrocyte",NA,NA,"Oligodendrocyte","Endothelial","Neuron","Astrocyte","Microglia","Astrocyte",0.91,"T cell-Astrocyte","CTLA4_ITGB4"
4887,"LAMA4","ITGB4","LAMA4","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"ITGB4","Astrocyte",NA,"Astrocyte",NA,NA,"Oligodendrocyte","Endothelial","Neuron","Astrocyte","Microglia","Astrocyte",0.91,"Endothelial-Astrocyte","LAMA4_ITGB4"
4891,"CD28","ITGB8","CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.58,"ITGB8","Oligodendrocyte",NA,"Neuron",NA,"T cell",NA,NA,NA,"Neuron","Neuron","Neuron",0.54,"Microglia-Neuron","CD28_ITGB8"
4892,"CD80","ITGB8","CD80","Microglia",NA,NA,"Astrocyte","B cell",NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"ITGB8","Oligodendrocyte",NA,"Neuron",NA,"T cell",NA,NA,NA,"Neuron","Neuron","Neuron",0.54,"Microglia-Neuron","CD80_ITGB8"
4893,"CTLA4","ITGB8","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"ITGB8","Oligodendrocyte",NA,"Neuron",NA,"T cell",NA,NA,NA,"Neuron","Neuron","Neuron",0.54,"T cell-Neuron","CTLA4_ITGB8"
4895,"MADCAM1","SELL","MADCAM1",NA,NA,NA,NA,"Endothelial",NA,NA,"Neuron","Neuron","Neuron","Neuron",0.53,"SELL",NA,NA,"T cell","Microglia",NA,NA,NA,NA,"Microglia","Oligodendrocyte","Microglia",0.09,"Neuron-Microglia","MADCAM1_SELL"
4896,"CD44","SLC9A1","CD44","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.4,"SLC9A1","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"Endothelial-Endothelial","CD44_SLC9A1"
4901,"PAPLN","SIRPA","PAPLN","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Microglia","Neuron","Astrocyte",0.71,"SIRPA","Astrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.76,"Astrocyte-Neuron","PAPLN_SIRPA"
4907,"CTLA4","CD28","CTLA4",NA,NA,"T cell","T cell","T cell",NA,NA,NA,"Microglia","Neuron","T cell",0.23,"CD28","Microglia",NA,"T cell",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.6,"T cell-Microglia","CTLA4_CD28"
4921,"EPO","KIT","EPO",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Astrocyte","Neuron","Neuron",0.21,"KIT","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Neuron",0.25,"Neuron-Neuron","EPO_KIT"
4936,"HSPG2","KDR","HSPG2",NA,NA,NA,NA,"Endothelial",NA,"Endothelial",NA,"Neuron","Oligodendrocyte","Endothelial",0.39,"KDR","Endothelial",NA,NA,NA,"Endothelial",NA,NA,NA,"Neuron","Oligodendrocyte","Endothelial",0.49,"Endothelial-Endothelial","HSPG2_KDR"
4941,"GNAI2","SSTR1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"SSTR1",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.28,"Endothelial-Neuron","GNAI2_SSTR1"
4942,"GNAI2","SSTR2","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"SSTR2",NA,NA,"Astrocyte","Neuron","Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.5,"Endothelial-Neuron","GNAI2_SSTR2"
4943,"GNAI2","SSTR3","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"SSTR3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","GNAI2_SSTR3"
4950,"SFTPC","CSF2RA","SFTPC","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.19,"CSF2RA",NA,NA,"Microglia",NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.24,"Oligodendrocyte-Microglia","SFTPC_CSF2RA"
4955,"SFTPC","CSF2RB","SFTPC","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.19,"CSF2RB","Microglia",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Oligodendrocyte-Microglia","SFTPC_CSF2RB"
4959,"WNT10B","FZD3","WNT10B",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"FZD3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Astrocyte","Neuron",0.24,"Neuron-Neuron","WNT10B_FZD3"
4964,"WNT6","FZD3","WNT6",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"FZD3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Astrocyte","Neuron",0.24,"Neuron-Neuron","WNT6_FZD3"
4980,"WNT10B","FZD6","WNT10B",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"FZD6","Endothelial",NA,NA,NA,NA,NA,NA,"Endothelial","Astrocyte","Neuron","Endothelial",0.45,"Neuron-Endothelial","WNT10B_FZD6"
4984,"WNT6","FZD6","WNT6",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"FZD6","Endothelial",NA,NA,NA,NA,NA,NA,"Endothelial","Astrocyte","Neuron","Endothelial",0.45,"Neuron-Endothelial","WNT6_FZD6"
4992,"GNAI2","CX3CR1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CX3CR1","Microglia",NA,"Microglia","Microglia","Microglia",NA,NA,"Endothelial","Microglia","OPC","Microglia",0.8,"Endothelial-Microglia","GNAI2_CX3CR1"
4994,"PFN1","ROBO1","PFN1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.36,"ROBO1",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Astrocyte","Neuron",0.17,"Neuron-Neuron","PFN1_ROBO1"
4996,"GNAI2","CXCR5","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CXCR5",NA,NA,"T cell","T cell","B cell","Neuron",NA,"Neuron","Neuron","Neuron","Neuron",0.48,"Endothelial-Neuron","GNAI2_CXCR5"
4999,"TNS3","MET","TNS3","Astrocyte",NA,NA,NA,NA,NA,"Endothelial",NA,"Astrocyte","Neuron","Astrocyte",0.63,"MET",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Astrocyte-Neuron","TNS3_MET"
5012,"WNT10B","FZD8","WNT10B",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"FZD8","Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Astrocyte","Astrocyte",0.78,"Neuron-Astrocyte","WNT10B_FZD8"
5015,"WNT6","FZD8","WNT6",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"FZD8","Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Astrocyte","Astrocyte",0.78,"Neuron-Astrocyte","WNT6_FZD8"
5019,"FZD8","LRP6","FZD8","Astrocyte",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Astrocyte",0.64,"LRP6","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Astrocyte","Oligodendrocyte",0.14,"Astrocyte-Oligodendrocyte","FZD8_LRP6"
5033,"NLGN1","GRM1","NLGN1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.36,"GRM1","Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",NA,"Neuron","Neuron","Neuron",0.5,"Neuron-Neuron","NLGN1_GRM1"
5035,"NLGN3","GRM1","NLGN3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"GRM1","Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",NA,"Neuron","Neuron","Neuron",0.5,"Neuron-Neuron","NLGN3_GRM1"
5036,"NLGN4X","GRM1","NLGN4X",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"GRM1","Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",NA,"Neuron","Neuron","Neuron",0.5,"Neuron-Neuron","NLGN4X_GRM1"
5038,"SHANK2","GRM1","SHANK2","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.29,"GRM1","Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",NA,"Neuron","Neuron","Neuron",0.5,"Neuron-Neuron","SHANK2_GRM1"
5039,"NLGN1","GRM5","NLGN1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.36,"GRM5","Neuron",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","OPC","Neuron",0.27,"Neuron-Neuron","NLGN1_GRM5"
5041,"NLGN3","GRM5","NLGN3",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"GRM5","Neuron",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","OPC","Neuron",0.27,"Neuron-Neuron","NLGN3_GRM5"
5042,"NLGN4X","GRM5","NLGN4X",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"GRM5","Neuron",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","OPC","Neuron",0.27,"Neuron-Neuron","NLGN4X_GRM5"
5044,"SHANK2","GRM5","SHANK2","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.29,"GRM5","Neuron",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","OPC","Neuron",0.27,"Neuron-Neuron","SHANK2_GRM5"
5046,"ENTPD5","ENTPD3","ENTPD5",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"ENTPD3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.29,"Neuron-Neuron","ENTPD5_ENTPD3"
5074,"FGF3","FLRT1","FGF3",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.31,"FLRT1","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.29,"Neuron-Neuron","FGF3_FLRT1"
5077,"FGF9","FLRT1","FGF9","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","OPC","Neuron",0.26,"FLRT1","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.29,"Neuron-Neuron","FGF9_FLRT1"
5094,"GNAI2","GALR1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"GALR1","Oligodendrocyte","OPC",NA,NA,NA,NA,NA,NA,"OPC","Neuron","Oligodendrocyte",0.22,"Endothelial-Oligodendrocyte","GNAI2_GALR1"
5103,"GDNF","SLC44A5","GDNF","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","OPC","Oligodendrocyte",0.22,"SLC44A5","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.29,"Oligodendrocyte-Neuron","GDNF_SLC44A5"
5108,"GNAI2","BDKRB1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"BDKRB1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.19,"Endothelial-Neuron","GNAI2_BDKRB1"
5114,"GNAI2","GABBR2","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"GABBR2","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.26,"Endothelial-Neuron","GNAI2_GABBR2"
5115,"GNAI2","GPR17","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"GPR17","Oligodendrocyte",NA,"OPC","Oligodendrocyte","OPC",NA,NA,NA,"OPC","Microglia","Oligodendrocyte",0.3,"Endothelial-Oligodendrocyte","GNAI2_GPR17"
5117,"GNAI2","GPR183","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"GPR183","Microglia",NA,"Microglia","Microglia",NA,NA,NA,"Neuron","Microglia","Neuron","Microglia",0.87,"Endothelial-Microglia","GNAI2_GPR183"
5119,"GNAI2","GPR37","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"GPR37","Oligodendrocyte",NA,"Oligodendrocyte",NA,"Oligodendrocyte",NA,"Endothelial",NA,"Neuron","Astrocyte","Oligodendrocyte",0.29,"Endothelial-Oligodendrocyte","GNAI2_GPR37"
5120,"GNAI2","GPR37L1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"GPR37L1","Astrocyte",NA,"Oligodendrocyte",NA,"Astrocyte",NA,NA,"Neuron","Astrocyte","OPC","Astrocyte",0.72,"Endothelial-Astrocyte","GNAI2_GPR37L1"
