species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	PCDH15	Oligodendrocyte progenitor cells	CDHR15|USH1F|DFNB23	0.006	protocadherin related 15	protein-coding gene	1	Ectoderm	Brain	0.142857	0.377358	0.00156986	0.00156118
Mm Hs	ALDOC	Oligodendrocyte progenitor cells	NA	0.078	"aldolase, fructose-bisphosphate C"	protein-coding gene	1	Ectoderm	Brain	0	0.292453	0.000941915	0.094061
Mm Hs	TNR	Oligodendrocyte progenitor cells	NA	0.009	tenascin R	protein-coding gene	1	Ectoderm	Brain	1	0	0	0
Mm Hs	FYN	Oligodendrocyte progenitor cells	SLK|MGC45350	0.069	"FYN proto-oncogene, Src family tyrosine kinase"	protein-coding gene	1	Ectoderm	Brain	0	0.391509	0.0549451	0.0705783
Mm Hs	NKX6-2	Oligodendrocyte progenitor cells	NKX6B|GTX|NKX6.1	0.024	NK6 homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.000627943	0.0306381
Mm Hs	CNP	Oligodendrocyte progenitor cells	NA	0.115	"2',3'-cyclic nucleotide 3' phosphodiesterase"	protein-coding gene	1	Ectoderm	Brain	0.857143	0.34434	0.066562	0.120926
Mm Hs	GALC	Oligodendrocytes	NA	0.002	galactosylceramidase	protein-coding gene	1	Ectoderm	Brain	0	0.00134048	0.00410872	0.00128041
Mm Hs	MOG	Oligodendrocytes	BTN6|BTNL11	0.039	myelin oligodendrocyte glycoprotein	protein-coding gene	1	Ectoderm	Brain	0.964286	0.906166	0.000316056	0.00323472
Mm Hs	OLIG1	Oligodendrocytes	BHLHB6|bHLHe21	0.066	oligodendrocyte transcription factor 1	protein-coding gene	1	Ectoderm	Brain	0.142857	0.991957	0.00316056	0.036458
Mm Hs	OLIG2	Oligodendrocytes	RACK17|OLIGO2|bHLHe19|PRKCBP2|BHLHB1	0.039	oligodendrocyte transcription factor 2	protein-coding gene	1	Ectoderm	Brain	0	0.462466	0.00158028	0.0285734
Hs	TF	Oligodendrocytes	PRO1557|PRO2086	0.004	transferrin	protein-coding gene	1	Ectoderm	Brain	1	0	0.00884956	0
Mm Hs	OLIG3	Oligodendrocytes	Bhlhb7|bHLHe20	0.001	oligodendrocyte transcription factor 3	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00087607
Mm Hs	SOX10	Oligodendrocytes	DOM|WS4|WS2E	0.04	SRY-box 10	protein-coding gene	1	Ectoderm	Brain	NA	NA	NA	NA
Mm Hs	GJC2	Oligodendrocytes	CX47|CX46.6|SPG44|GJA12	0.021	gap junction protein gamma 2	protein-coding gene	1	Ectoderm	Brain	0	0.545576	0	0.00060651
Mm Hs	GAMT	Oligodendrocytes	PIG2|TP53I2	0.051	guanidinoacetate N-methyltransferase	protein-coding gene	1	Ectoderm	Brain	0	0.520107	0.0666877	0.0220365
Mm Hs	BCAS1	Oligodendrocytes	NABC1|AIBC1	0.035	breast carcinoma amplified sequence 1	protein-coding gene	1	Ectoderm	Brain	0.214286	0.676944	0.00600506	0.0100411
Mm Hs	ENPP6	Oligodendrocytes	MGC33971	0.021	ectonucleotide pyrophosphatase/phosphodiesterase 6	protein-coding gene	1	Ectoderm	Brain	0.107143	0.41689	0	0.00680639
Mm Hs	TMEM63A	Oligodendrocytes	KIAA0792	0.016	transmembrane protein 63A	protein-coding gene	1	Ectoderm	Brain	0.642857	0	0.00316056	0
Mm Hs	GPR62	Oligodendrocytes	NA	0.006	G protein-coupled receptor 62	protein-coding gene	1	Ectoderm	Brain	0	0.116622	0	0.00154997
Mm Hs	BACE1	Oligodendrocytes	BACE	0.022	beta-secretase 1	protein-coding gene	1	Ectoderm	Brain	0.0357143	0.227882	0.00347661	0.0158366
Mm Hs	CREB5	Oligodendrocytes	H_GS165L15.1|CRE-BPA	0.026	cAMP responsive element binding protein 5	protein-coding gene	1	Ectoderm	Brain	0.0714286	0.264075	0.0135904	0.0171171
Mm Hs	FGFR2	Oligodendrocytes	CEK3|TK14|TK25|ECT1|K-SAM|CD332|KGFR|BEK|JWS	0.034	fibroblast growth factor receptor 2	protein-coding gene	1	Ectoderm	Brain	0.321429	0.447721	0.0129583	0.0181953
Mm Hs	SLC25A38	Oligodendrocytes	FLJ20551	0.012	solute carrier family 25 member 38	protein-coding gene	1	Ectoderm	Brain	0	0	0.00790139	0
Mm Hs	HDAC11	Oligodendrocytes	NA	0.032	histone deacetylase 11	protein-coding gene	1	Ectoderm	Brain	0.0357143	0.135389	0.0183312	0.0314037
Mm Hs	TYRO3	Oligodendrocytes	Dtk|Brt|Tif|Sky|Etk-2|Rek|RSE	0.019	TYRO3 protein tyrosine kinase	protein-coding gene	1	Ectoderm	Brain	0.0357143	0	0.00916561	0
Mm Hs	S1PR5	Oligodendrocytes	Edg-8|EDG8	0.011	sphingosine-1-phosphate receptor 5	protein-coding gene	1	Ectoderm	Brain	0	0	0.00158028	0
Mm Hs	ASPA	Oligodendrocytes	ACY2	0.027	aspartoacylase	protein-coding gene	1	Ectoderm	Brain	0	0.561662	0.00347661	0.00586293
Mm Hs	EPHB1	Oligodendrocytes	Hek6|EPHT2	0.018	EPH receptor B1	protein-coding gene	1	Ectoderm	Brain	0	0.382038	0.00410872	0.00370645
Mm Hs	HEPACAM	Oligodendrocytes	FLJ25530|hepaCAM|GLIALCAM	0.033	hepatic and glial cell adhesion molecule	protein-coding gene	1	Ectoderm	Brain	0	0.365952	0	0.0250691
Mm Hs	SOX8	Oligodendrocytes	NA	0.028	SRY-box 8	protein-coding gene	1	Ectoderm	Brain	0	0	0.000632111	0
Mm Hs	FASN	Oligodendrocytes	FAS|SDR27X1	0.048	fatty acid synthase	protein-coding gene	1	Ectoderm	Brain	0	0.256032	0.0322377	0.0368623
Mm Hs	OMG	Oligodendrocytes	OMGP	0.02	oligodendrocyte myelin glycoprotein	protein-coding gene	1	Ectoderm	Brain	0.285714	0.340483	0.000948167	0.00822158
Mm Hs	ZDHHC9	Oligodendrocytes	ZNF379|CGI-89|ZNF380|ZDHHC10|CXorf11	0.021	zinc finger DHHC-type containing 9	protein-coding gene	1	Ectoderm	Brain	0	0	0.0126422	0
Mm Hs	PTGDS	Oligodendrocytes	L-PGDS	0.054	prostaglandin D2 synthase	protein-coding gene	1	Ectoderm	Brain	1	0.469169	0.0499368	0.0343015
Mm Hs	ADAMTS4	Oligodendrocytes	KIAA0688|ADAMTS-2|ADMP-1	0.025	ADAM metallopeptidase with thrombospondin type 1 motif 4	protein-coding gene	1	Ectoderm	Brain	0.107143	0.441019	0.0116941	0.00754768
Mm Hs	MYRF	Oligodendrocytes	Ndt80|pqn-47|MRF|C11orf9	0.019	myelin regulatory factor	protein-coding gene	1	Ectoderm	Brain	0.535714	0.41689	0.000948167	0.00242604
Mm Hs	SEMA4D	Oligodendrocytes	CD100|coll-4|FLJ39737|SEMAJ|C9orf164	0.036	semaphorin 4D	protein-coding gene	1	Ectoderm	Brain	0.535714	0	0.00252845	0
Mm Hs	TMEM125	Oligodendrocytes	MGC17299	0.021	transmembrane protein 125	protein-coding gene	1	Ectoderm	Brain	0.142857	0	0.00695322	0
Mm Hs	KLHL2	Oligodendrocytes	MAV	0.034	kelch like family member 2	protein-coding gene	1	Ectoderm	Brain	0	0.613941	0.000632111	0.0138149
Mm Hs	DPY19L1	Oligodendrocytes	KIAA0877	0.03	dpy-19 like C-mannosyltransferase 1	protein-coding gene	1	Ectoderm	Brain	0	0.575067	0.005689	0.00977155
Mm Hs	TSPAN15	Oligodendrocytes	NET-7|TM4SF15	0.048	tetraspanin 15	protein-coding gene	1	Ectoderm	Brain	0.214286	0	0.0249684	0
Mm Hs	HAPLN2	Oligodendrocytes	BRAL1	0.017	hyaluronan and proteoglycan link protein 2	protein-coding gene	1	Ectoderm	Brain	0.25	0.424933	0	0.00114563
Mm Hs	NKX6-2	Oligodendrocytes	NKX6B|GTX|NKX6.1	0.024	NK6 homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0.587131	0.000632111	0.00222387
Mm Hs	GJB1	Oligodendrocytes	CX32|CMTX1|CMTX	0.033	gap junction protein beta 1	protein-coding gene	1	Ectoderm	Brain	0.535714	0.646113	0.005689	0.00788463
Mm Hs	OPALIN	Oligodendrocytes	TMP10|HTMP10|TMEM10	0.026	oligodendrocytic myelin paranodal and inner loop protein	protein-coding gene	1	Ectoderm	Brain	0.214286	0.646113	0	0.00074129
Mm Hs	VLDLR	Oligodendrocytes	CARMQ1|CHRMQ1|VLDLRCH	0.025	very low density lipoprotein receptor	protein-coding gene	1	Ectoderm	Brain	0	0	0.00379267	0
Mm Hs	MCAM	Oligodendrocytes	MUC18|CD146	0.031	melanoma cell adhesion molecule	protein-coding gene	1	Ectoderm	Brain	0	0.116622	0.0214918	0.0295168
Mm Hs	TMEM163	Oligodendrocytes	DKFZP566N034|SV31	0.027	transmembrane protein 163	protein-coding gene	1	Ectoderm	Brain	0	0	0.000632111	0
Mm Hs	ERMN	Oligodendrocytes	JN|ERMIN|KIAA1189	0.034	ermin	protein-coding gene	1	Ectoderm	Brain	1	0.798928	0.00158028	0.00154997
Mm Hs	FA2H	Oligodendrocytes	FAAH|FLJ25287|FAXDC1|SPG35	0.039	fatty acid 2-hydroxylase	protein-coding gene	1	Ectoderm	Brain	0.25	0.903485	0.00347661	0.0040434
Mm Hs	CLDN11	Oligodendrocytes	OSP|OTM	0.059	claudin 11	protein-coding gene	1	Ectoderm	Brain	0.964286	1	0.034134	0.0181953
Mm Hs	ANLN	Oligodendrocytes	ANILLIN|Scraps|scra	0.023	anillin actin binding protein	protein-coding gene	1	Ectoderm	Brain	0.857143	0.261394	0.0129583	0.0111193
Mm Hs	ELOVL7	Oligodendrocytes	FLJ23563	0.031	ELOVL fatty acid elongase 7	protein-coding gene	1	Ectoderm	Brain	0	0.576407	0.000632111	0.0103781
Mm Hs	PLLP	Oligodendrocytes	PMLP|TM4SF11	0.046	plasmolipin	protein-coding gene	1	Ectoderm	Brain	0.535714	0.797587	0.00979772	0.0173192
Mm Hs	DDC	Oligodendrocytes	AADC	0.014	dopa decarboxylase	protein-coding gene	1	Ectoderm	Brain	0	0.0321716	0.00474083	0.0158366
Mm Hs	POU3F1	Oligodendrocytes	OCT6|SCIP|OTF6	0.013	POU class 3 homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0.038874	0.000316056	0.0156345
Mm Hs	NINJ2	Oligodendrocytes	NA	0.002	ninjurin 2	protein-coding gene	1	Ectoderm	Brain	0.107143	0.0469169	0.000948167	0
Mm Hs	SGK2	Oligodendrocytes	NA	0.001	"SGK2, serine/threonine kinase 2"	protein-coding gene	1	Ectoderm	Brain	0	0	0.000632111	0
Mm Hs	GJC3	Oligodendrocytes	CX30.2|GJE1	0.044	gap junction protein gamma 3	protein-coding gene	1	Ectoderm	Brain	0	0.923593	0	0.0108498
Mm Hs	GPR37	Oligodendrocytes	EDNRBL|hET(B)R-LP|PAELR	0.034	G protein-coupled receptor 37	protein-coding gene	1	Ectoderm	Brain	0.5	0.773458	0.000316056	0.00431296
Mm Hs	IL33	Oligodendrocytes	DVS27|DKFZp586H0523|NF-HEV|IL1F11|C9orf26	0.018	interleukin 33	protein-coding gene	1	Ectoderm	Brain	0	0.148794	0.0107459	0.0141519
Mm Hs	KLK6	Oligodendrocytes	Bssp|Klk7|neurosin|PRSS9|PRSS18	0.004	kallikrein related peptidase 6	protein-coding gene	1	Ectoderm	Brain	0.5	0.0764075	0	0.00026956
Mm Hs	NFE2L3	Oligodendrocytes	Nrf3	0.003	"nuclear factor, erythroid 2 like 3"	protein-coding gene	1	Ectoderm	Brain	0	0.0134048	0.00726928	0.00148258
Mm Hs	PEX5L	Oligodendrocytes	PEX5R|PXR2|TRIP8b	0.03	peroxisomal biogenesis factor 5 like	protein-coding gene	1	Ectoderm	Brain	0.75	0.608579	0.00221239	0.00707595
Mm Hs	CLDN14	Oligodendrocytes	DFNB29	0.003	claudin 14	protein-coding gene	1	Ectoderm	Brain	0	0.0576407	0	0.0013478
Mm Hs	ITGB4	Oligodendrocytes	CD104	0.013	integrin subunit beta 4	protein-coding gene	1	Ectoderm	Brain	0	0.0871314	0.0142225	0.00997372
Mm Hs	MYO1D	Oligodendrocytes	KIAA0727|myr4|PPP1R108	0.01	myosin ID	protein-coding gene	1	Ectoderm	Brain	0	0.0227882	0.0183312	0.00774985
Mm Hs	PDE8A	Oligodendrocytes	HsT19550	0.015	phosphodiesterase 8A	protein-coding gene	1	Ectoderm	Brain	0	0.0871314	0.00379267	0.014691
Mm Hs	CNTF	Oligodendrocytes	HCNTF	0	ciliary neurotrophic factor	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	EML1	Oligodendrocytes	EMAP|HuEMAP|ELP79|EMAPL	0.002	echinoderm microtubule associated protein like 1	protein-coding gene	1	Ectoderm	Brain	0	0.0160858	0.00158028	0.0020217
Mm Hs	KIF13B	Oligodendrocytes	GAKIN|KIAA0639	0.002	kinesin family member 13B	protein-coding gene	1	Ectoderm	Brain	0	0.0160858	0	0.00242604
Mm Hs	KIF6	Oligodendrocytes	dJ1043E3.1|MGC33317|dJ137F1.4|dJ188D3.1|DKFZp451I2418|C6orf102	0.001	kinesin family member 6	protein-coding gene	1	Ectoderm	Brain	0	0	0.00252845	0.00101085
Mm Hs	NIPAL4	Oligodendrocytes	ICHYN	0.002	NIPA like domain containing 4	protein-coding gene	1	Ectoderm	Brain	0	0.0469169	0	0.00087607
Mm Hs	SEC14L5	Oligodendrocytes	KIAA0420|PRELID4B	0.001	SEC14 like lipid binding 5	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	SP7	Oligodendrocytes	osterix|OSX	0.001	Sp7 transcription factor	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	ST18	Oligodendrocytes	KIAA0535|ZC2HC10|NZF3|ZC2H2C3|ZNF387	0.006	"ST18, C2H2C-type zinc finger"	protein-coding gene	1	Ectoderm	Brain	1	0	0.00126422	0
Mm Hs	DUSP15	Oligodendrocytes	bA243J16.6|VHY|FLJ20645|bA243J16.5|C20orf57	0.02	dual specificity phosphatase 15	protein-coding gene	1	Ectoderm	Brain	0	0.284182	0.0309735	0.00559337
Mm Hs	PRKCZ	Oligodendrocytes	PKC2	0.022	protein kinase C zeta	protein-coding gene	1	Ectoderm	Brain	0	0.203753	0	0.0192735
Mm Hs	ARSG	Oligodendrocytes	KIAA1001	0.008	arylsulfatase G	protein-coding gene	1	Ectoderm	Brain	0	0.178284	0.00126422	0.0013478
Mm Hs	NPC1	Oligodendrocytes	SLC65A1	0.006	NPC intracellular cholesterol transporter 1	protein-coding gene	1	Ectoderm	Brain	0	0.0817694	0	0.00350428
Mm Hs	MAG	Oligodendrocytes	SIGLEC4A|SIGLEC-4A|S-MAG|GMA	0.045	myelin associated glycoprotein	protein-coding gene	1	Ectoderm	Brain	1	0.989276	0.00221239	0.00660422
Mm Hs	SLC25A29	Oligodendrocytes	FLJ38975|C14orf69	0	solute carrier family 25 member 29	protein-coding gene	1	Ectoderm	Brain	0	0	0.000632111	0
Mm Hs	SLC25A19	Oligodendrocytes	DNC|MUP1|MCPHA	0.006	solute carrier family 25 member 19	protein-coding gene	1	Ectoderm	Brain	0	0	0.000316056	0
Mm Hs	PLEKHH1	Oligodendrocytes	KIAA1200	0.002	"pleckstrin homology, MyTH4 and FERM domain containing H1"	protein-coding gene	1	Ectoderm	Brain	0.321429	0.0321716	0	0.00026956
Mm Hs	TMEM88B	Oligodendrocytes	NA	0.034	transmembrane protein 88B	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	DBNDD2	Oligodendrocytes	HSMNP1|C20orf35	0.014	dysbindin domain containing 2	protein-coding gene	1	Ectoderm	Brain	0	0.285523	0	0.00384123
Mm Hs	EFNB3	Oligodendrocytes	LERK-8|EPLG8	0.046	ephrin B3	protein-coding gene	1	Ectoderm	Brain	0	0.810992	0.00252845	0.0185996
Mm Hs	SGK3	Oligodendrocytes	SGK2|SGKL	0.014	serum/glucocorticoid regulated kinase family member 3	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	PNPLA2	Oligodendrocytes	desnutrin|TTS-2.2|ATGL|FP17548|iPLA2zeta	0.02	patatin like phospholipase domain containing 2	protein-coding gene	1	Ectoderm	Brain	0	0.00268097	0.0161188	0.0216322
Mm Hs	ARRDC2	Oligodendrocytes	CLONE24945|PP2703	0.001	arrestin domain containing 2	protein-coding gene	1	Ectoderm	Brain	0	0.0187668	0.000948167	0.00020217
Mm Hs	ENPP2	Oligodendrocytes	PD-IALPHA|PDNP2	0.08	ectonucleotide pyrophosphatase/phosphodiesterase 2	protein-coding gene	1	Ectoderm	Brain	1	0.994638	0.0243363	0.045623
Mm Hs	PLP1	Oligodendrocytes	GPM6C|SPG2	0.123	proteolipid protein 1	protein-coding gene	1	Ectoderm	Brain	1	1	0.0218078	0.103174
Mm Hs	ITPR2	Oligodendrocytes	IP3R2|CFAP48	0.016	"inositol 1,4,5-trisphosphate receptor type 2"	protein-coding gene	1	Ectoderm	Brain	0	0.155496	0.005689	0.0109846
Mm Hs	MBP	Oligodendrocytes	NA	0.12	myelin basic protein	protein-coding gene	1	Ectoderm	Brain	1	1	0.0445638	0.0934699
Mm Hs	ASMT	Pinealocytes	HIOMT|ASMTY|HIOMTY	0	acetylserotonin O-methyltransferase	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	ADRB1	Pinealocytes	ADRB1R	0.002	adrenoceptor beta 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.00219298	0.00237514
Mm Hs	TPH1	Pinealocytes	TPRH|TPH	0.002	tryptophan hydroxylase 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.00125313	0
Mm Hs	SAG	Pinealocytes	ARRESTIN|RP47	0.005	S-antigen visual arrestin	protein-coding gene	1	Ectoderm	Brain	0	0	0.0018797	0
Mm Hs	GNGT1	Pinealocytes	GNG1	0.007	G protein subunit gamma transducin 1	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.00860187
Mm Hs	GNGT2	Pinealocytes	GNG9	0.054	G protein subunit gamma transducin 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.000313283	0.0657337
Mm Hs	ROM1	Pinealocytes	TSPAN23|ROM	0.007	retinal outer segment membrane protein 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.000313283	0
Mm Hs	CRX	Pinealocytes	LCA7|CORD2	0.002	cone-rod homeobox	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.00269611
Mm Hs	CNGB1	Pinealocytes	RCNC2|RCNCb|GAR1|CNGB1B|RP45|CNCG2|CNCG3L	0.001	cyclic nucleotide gated channel beta 1	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.00147644
Mm Hs	CNGA1	Pinealocytes	RCNC1|RCNCa|CNG1|RP49|CNCG1|CNCG	0.002	cyclic nucleotide gated channel alpha 1	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.00205418
Mm Hs	PDE6C	Pinealocytes	PDEA2|ACHM5|COD4	0	phosphodiesterase 6C	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.000577738
Mm Hs	SLC6A6	Pinealocytes	TAUT	0.102	solute carrier family 6 member 6	protein-coding gene	1	Ectoderm	Brain	0	0	0.000626566	0
Mm Hs	ADRA1B	Pinealocytes	NA	0.002	adrenoceptor alpha 1B	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00288869
Mm Hs	DRD4	Pinealocytes	NA	0.001	dopamine receptor D4	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.00147644
Mm Hs	CHRNA3	Pinealocytes	NA	0.004	cholinergic receptor nicotinic alpha 3 subunit	protein-coding gene	1	Ectoderm	Brain	0	0	0.000313283	0.00442932
Mm Hs	CHRNB4	Pinealocytes	NA	0.001	cholinergic receptor nicotinic beta 4 subunit	protein-coding gene	1	Ectoderm	Brain	0	0	0.000626566	0.000898703
Mm Hs	NEUROD1	Pinealocytes	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD	0.038	neuronal differentiation 1	protein-coding gene	1	Ectoderm	Brain	0	1	0.023183	0.04256
Mm Hs	PDE6B	Pinealocytes	CSNB3|rd1|RP40|CSNBAD2|PDEB	0.002	phosphodiesterase 6B	protein-coding gene	1	Ectoderm	Brain	0	1	0.00125313	0.00231095
Mm Hs	CACNA1F	Pinealocytes	Cav1.4|JM8|JMC8|CSNBX2|CORDX3|CSNB2A|OA2|CSNB2|AIED	0	calcium voltage-gated channel subunit alpha1 F	protein-coding gene	1	Ectoderm	Brain	0	0	0	6.41931e-05
Mm Hs	GNG13	Pinealocytes	h2-35|G(gamma)13	0.006	G protein subunit gamma 13	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00770317
Mm Hs	AANAT	Pinealocytes	SNAT	0	aralkylamine N-acetyltransferase	protein-coding gene	1	Ectoderm	Brain	0	0	0	0
Mm Hs	CREM	Pinealocytes	hCREM-2	0.065	cAMP responsive element modulator	protein-coding gene	1	Ectoderm	Brain	0	0	0.158208	0.043202
Mm Hs	PDE10A	Pinealocytes	NA	0.024	phosphodiesterase 10A	protein-coding gene	1	Ectoderm	Brain	0	0	0.00281955	0.0301066
Mm Hs	PMEPA1	Pinealocytes	STAG1|TMEPAI	0.048	"prostate transmembrane protein, androgen induced 1"	protein-coding gene	1	Ectoderm	Brain	0	0	0.0250627	0.0539864
Mm Hs	CALB1	Purkinje neurons	CALB	0.019	calbindin 1	protein-coding gene	1	Ectoderm	Brain	0	0.097561	0.00125313	0.0233531
Mm Hs	ABAT	Purkinje neurons	GABAT	0.032	4-aminobutyrate aminotransferase	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0.00344612	0.0383428
Mm Hs	GRIN1	Purkinje neurons	GluN1|NMDAR1	0.016	glutamate ionotropic receptor NMDA type subunit 1	protein-coding gene	NA	Ectoderm	Brain	0	0.219512	0.00125313	0.0198147
Mm Hs	GAD1	Purkinje neurons	GAD	0.03	glutamate decarboxylase 1	protein-coding gene	1	Ectoderm	Brain	0	0.829268	0.00344612	0.0351904
Mm Hs	HDAC6	Purkinje neurons	KIAA0901|JM21|HD6|FLJ16239|PPP1R90	0.006	histone deacetylase 6	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00344612	0.00694802
Mm Hs	PRKG1	Purkinje neurons	PGK|PKG|PKG1|PRKGR1B|PRKG1B	0.002	protein kinase cGMP-dependent 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0037594	0.00205867
Mm Hs	ATP2B2	Purkinje neurons	PMCA2	0.048	ATPase plasma membrane Ca2+ transporting 2	protein-coding gene	NA	Ectoderm	Brain	0	0.658537	0.00125313	0.0574498
Mm Hs	PDE5A	Purkinje neurons	NA	0.011	phosphodiesterase 5A	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00407268	0.0136387
Mm Hs	ITPR3	Purkinje neurons	IP3R3	0.007	"inositol 1,4,5-trisphosphate receptor type 3"	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0134712	0.00643335
Mm Hs	PDE1B	Purkinje neurons	PDES1B	0.006	phosphodiesterase 1B	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0	0.00752702
Mm Hs	PDE1A	Purkinje neurons	NA	0.018	phosphodiesterase 1A	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0216165	0.0176917
Mm	CAR8	Purkinje neurons	NA	0.013	carbonic anhydrase 8	protein coding gene	1	Ectoderm	Brain	0	0.0487805	0	0.0159547
Mm Hs	OMP	Purkinje neurons	NA	0.001	olfactory marker protein	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.00167267
Mm Hs	PDE9A	Purkinje neurons	NA	0.003	phosphodiesterase 9A	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0.0037594	0.00250901
Mm Hs	CBLN1	Purkinje neurons	NA	0.005	cerebellin 1 precursor	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0150376	0.00373134
Mm Hs	MRPS35	Purkinje neurons	MRPS28|MDS023	0.048	mitochondrial ribosomal protein S35	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0695489	0.0376994
Mm Hs	PVALB	Purkinje neurons	D22S749	0.005	parvalbumin	protein-coding gene	NA	Ectoderm	Brain	0	0.170732	0.00344612	0.00540401
Mm Hs	SHANK2	Purkinje neurons	CTTNBP1|ProSAP1|SHANK|SPANK-3|CORTBP1	0.002	SH3 and multiple ankyrin repeat domains 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0.000626566	0
Mm Hs	CACNA2D2	Purkinje neurons	KIAA0558	0.027	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0487805	0.00125313	0.0342898
Mm Hs	NKAIN4	Purkinje neurons	bA261N11.2|FAM77A|C20orf58	0.036	sodium/potassium transporting ATPase interacting 4	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00908521	0.0422028
Mm Hs	CNTNAP2	Purkinje neurons	Caspr2|KIAA0868	0.037	contactin associated protein like 2	protein-coding gene	NA	Ectoderm	Brain	0	0.121951	0.0238095	0.0404658
Mm Hs	TH	Purkinje neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0018797	0
Mm Hs	CERK	Purkinje neurons	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2	0.011	ceramide kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.097561	0.0093985	0.0109367
Mm Hs	CD3G	Purkinje neurons	NA	0.048	CD3g molecule	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0845865	0.0408518
Mm Hs	KCNA2	Purkinje neurons	Kv1.2	0.019	potassium voltage-gated channel subfamily A member 2	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0	0.0240607
Mm Hs	SLC22A15	Purkinje neurons	FLIPT1	0.017	solute carrier family 22 member 15	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0
Mm Hs	CACNG2	Purkinje neurons	stargazin|MGC138502|MGC138504	0.014	calcium voltage-gated channel auxiliary subunit gamma 2	protein-coding gene	NA	Ectoderm	Brain	0	0.243902	0	0.0170484
Mm Hs	SYT2	Purkinje neurons	NA	0.002	synaptotagmin 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0
Mm Hs	CPLX1	Purkinje neurons	CPX-I	0.026	complexin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.243902	0	0.0319738
Mm Hs	PKP4	Purkinje neurons	p0071	0.03	plakophilin 4	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0.00720551	0.0355764
Mm Hs	KCNMA1	Purkinje neurons	KCa1.1|mSLO1|SLO	0.043	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	NA	Ectoderm	Brain	0	0.195122	0.0184837	0.0481215
Mm Hs	ADGRB1	Purkinje neurons	BAI1	0.019	adhesion G protein-coupled receptor B1	protein-coding gene	NA	Ectoderm	Brain	0	0.292683	0.000313283	0.0228384
Mm Hs	HCN1	Purkinje neurons	BCNG-1|HAC-2|BCNG1	0.005	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0	0.00585435
Mm Hs	SLC24A2	Purkinje neurons	NCKX2	0.026	solute carrier family 24 member 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00783208	0
Mm Hs	GABRA1	Purkinje neurons	EJM5	0.027	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding gene	NA	Ectoderm	Brain	0	0.121951	0.000313283	0.0319738
